0.967332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.402904	0.970856	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.762250	0.888889	0.989111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.626134	0.639344	0.894737	0.985401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.629764	0.732240	0.883848	0.888686	0.990876	0.000000	0.000000	0.000000	0.000000	0.000000
0.490018	0.633880	0.825771	0.877737	0.775547	0.958258	0.000000	0.000000	0.000000	0.000000
0.597096	0.628415	0.782214	0.832117	0.813869	0.733212	0.983547	0.000000	0.000000	0.000000
0.597096	0.785064	0.791289	0.844891	0.638686	0.814882	0.967093	0.992740	0.000000	0.000000
0.441016	0.741348	0.553539	0.620438	0.520073	0.805808	0.967093	0.947368	0.965392	0.000000
0.522686	0.469945	0.738657	0.572993	0.700730	0.878403	0.908592	0.927405	0.828780	0.992754
