0.945554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.947368	0.934426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.940109	0.934426	0.972777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.938294	0.918033	0.956443	0.994526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.952813	0.938069	0.950998	0.998175	0.996350	0.000000	0.000000	0.000000	0.000000	0.000000
0.943739	0.923497	0.950998	0.992701	0.996350	0.925590	0.000000	0.000000	0.000000	0.000000
0.938294	0.938069	0.949183	0.992701	0.996350	0.900181	0.998172	0.000000	0.000000	0.000000
0.923775	0.941712	0.945554	0.994526	0.994526	0.918330	0.996344	0.992740	0.000000	0.000000
0.934664	0.938069	0.932849	0.990876	0.996350	0.836661	0.996344	0.996370	0.961749	0.000000
0.938294	0.939891	0.932849	0.990876	0.996350	0.911071	0.996344	0.996370	0.963570	0.994565
