0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.317604	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.490018	0.517304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.453721	0.522769	0.196007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.531760	0.522769	0.722323	0.029197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.455535	0.522769	0.987296	0.029197	0.470803	0.000000	0.000000	0.000000	0.000000	0.000000
0.486388	0.522769	0.987296	0.029197	0.470803	0.686025	0.000000	0.000000	0.000000	0.000000
0.197822	0.522769	0.987296	0.029197	0.470803	0.970962	0.908592	0.000000	0.000000	0.000000
0.680581	0.522769	0.987296	0.029197	0.470803	0.970962	0.994516	0.504537	0.000000	0.000000
0.950998	0.522769	0.987296	0.029197	0.470803	0.970962	0.994516	0.892922	0.930783	0.000000
