0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.029038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.025408	0.034608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.074410	-0.010929	0.007260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.032668	0.020036	0.010889	0.009124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.029038	0.005464	0.023593	0.007299	0.001825	0.000000	0.000000	0.000000	0.000000	0.000000
0.045372	0.018215	0.025408	0.005474	0.000000	0.019964	0.000000	0.000000	0.000000	0.000000
0.045372	0.038251	0.025408	0.005474	0.001825	0.068966	0.001828	0.000000	0.000000	0.000000
0.039927	0.036430	0.036298	-0.007299	-0.003650	0.059891	0.000000	0.007260	0.000000	0.000000
0.065336	0.043716	0.012704	0.000000	-0.001825	0.041742	-0.001828	0.003630	0.007286	0.000000
