0.965517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.486388	0.905282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.751361	0.502732	0.965517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.571688	0.499089	0.829401	0.948905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.410163	0.602914	0.691470	0.797445	0.978102	0.000000	0.000000	0.000000	0.000000	0.000000
0.404719	0.424408	0.765880	0.751825	0.843066	0.949183	0.000000	0.000000	0.000000	0.000000
0.288566	0.331512	0.495463	0.677007	0.613139	0.421053	0.987203	0.000000	0.000000	0.000000
0.299456	0.420765	0.290381	0.815693	0.317518	0.437387	0.950640	0.989111	0.000000	0.000000
0.196007	0.459016	0.181488	0.711679	0.080292	0.480944	0.819013	0.932849	0.870674	0.000000
0.088929	0.415301	0.168784	0.510949	0.344891	0.471869	0.877514	0.882033	0.695811	0.961957
