0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.027223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.072595	0.051002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.067151	0.030965	0.001815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.072595	0.069217	0.003630	0.001825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.070780	0.074681	0.005445	0.005474	-0.001825	0.000000	0.000000	0.000000	0.000000	0.000000
0.079855	0.069217	0.003630	0.001825	-0.001825	0.036298	0.000000	0.000000	0.000000	0.000000
0.074410	0.036430	0.007260	0.020073	0.001825	0.038113	0.000000	0.000000	0.000000	0.000000
0.074410	0.038251	0.009074	0.016423	0.001825	0.170599	-0.001828	0.010889	0.000000	0.000000
0.076225	0.054645	0.016334	0.021898	0.001825	0.232305	0.000000	0.019964	0.007286	0.000000
