0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.003630	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.009074	0.010929	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.025408	0.001821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.021779	0.003643	0.000000	0.007299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.016334	0.045537	0.000000	0.009124	0.001825	0.000000	0.000000	0.000000	0.000000	0.000000
0.029038	0.058288	0.000000	0.009124	0.000000	-0.001815	0.000000	0.000000	0.000000	0.000000
0.045372	0.313297	0.005445	0.009124	0.009124	0.038113	0.003656	0.000000	0.000000	0.000000
0.041742	0.078324	0.003630	0.007299	0.003650	0.036298	0.005484	-0.003630	0.000000	0.000000
0.027223	0.114754	0.001815	0.007299	0.003650	0.023593	0.000000	-0.007260	0.021858	0.000000
